,neutral,angry,happy,surprise,time
0,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
1,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
2,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
3,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
4,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
5,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
6,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
7,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
8,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
9,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
10,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
11,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
12,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
13,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
14,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
15,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
16,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
17,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
18,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
19,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
20,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
21,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
22,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
23,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
24,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
25,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
26,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
27,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
28,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
29,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
30,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
31,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
32,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
33,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
34,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
35,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
36,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
37,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
38,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
39,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
40,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
41,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
42,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
43,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
44,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
45,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
46,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
47,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
48,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
49,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
50,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
51,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
52,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
53,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
54,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
55,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
56,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
57,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
58,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
59,0.493907154,0.462306142,0.0326718464,0.0111148488,2024-05-21 11:14:07
